"ProjectCode","SurveyAreaIdentifier","wyear","YearCollected","wmonth","MonthCollected","DayCollected","DecimalLatitude","DecimalLongitude","DurationInHours"
"BCCWS","VIVI-23",2012,2013,6,3,11,48.404388,-123.372589,1.33333
"BCCWS","VIVI-23",2013,2014,4,1,15,48.404388,-123.372589,1.16667
"BCCWS","VIVI-23",2013,2014,5,2,9,48.404388,-123.372589,1.56667
"BCCWS","VIVI-23",2013,2014,6,3,10,48.404388,-123.372589,1.75
"BCCWS","VIVI-23",2013,2014,7,4,15,48.404388,-123.372589,1.33333
"BCCWS","VIVI-23",2014,2014,2,11,10,48.404388,-123.372589,1.63333
"BCCWS","VIVI-23",2014,2015,4,1,11,48.404388,-123.372589,1.16667
"BCCWS","VIVI-23",2014,2015,5,2,8,48.404388,-123.372589,1.46667
"BCCWS","VIVI-23",2014,2015,7,4,12,48.404388,-123.372589,1.38333
"BCCWS","VIVI-23",2015,2015,1,10,11,48.404388,-123.372589,2.1
"BCCWS","VIVI-23",2015,2015,2,11,15,48.404388,-123.372589,1.75
"BCCWS","VIVI-23",2015,2015,3,12,14,48.404388,-123.372589,1.41667
"BCCWS","VIVI-23",2015,2016,4,1,10,48.404388,-123.372589,1.46667
"BCCWS","VIVI-23",2015,2016,5,2,13,48.404388,-123.372589,1.83333
"BCCWS","VIVI-23",2015,2016,7,4,10,48.404388,-123.372589,1.3
"BCCWS","VIVI-23",2016,2017,4,1,12,48.404388,-123.372589,1.76667
"BCCWS","VIVI-23",2018,2019,5,2,10,48.404388,-123.372589,1.18333
"BCCWS","VIVI-23",2018,2019,7,4,15,48.404388,-123.372589,3.15
"BCCWS","VIVI-23",2019,2019,1,10,12,48.404388,-123.372589,4.5
"BCCWS","VIVI-23",2019,2019,2,11,10,48.404388,-123.372589,4.76667
"BCCWS","VIVI-23",2019,2019,3,12,8,48.404388,-123.372589,3.45
"BCCWS","VIVI-23",2019,2020,4,1,17,48.404388,-123.372589,3.88333
"BCCWS","VIVI-23",2019,2020,5,2,9,48.404388,-123.372589,3.75
"BCCWS","VIVI-23",2019,2020,6,3,8,48.404388,-123.372589,3.78333
"BCCWS","VIVI-23",2020,2020,1,10,12,48.404388,-123.372589,3.43333
"BCCWS","VIVI-23",2020,2020,2,11,8,48.404388,-123.372589,4.05
"BCCWS","VIVI-23",2020,2020,3,12,12,48.404388,-123.372589,3.96667
"BCCWS","VIVI-23",2020,2021,4,1,9,48.404388,-123.372589,4.75
"BCCWS","VIVI-23",2020,2021,5,2,14,48.404388,-123.372589,3.66667
"BCCWS","VIVI-23",2020,2021,6,3,13,48.404388,-123.372589,4.01667
"BCCWS","VIVI-23",2020,2021,7,4,11,48.404388,-123.372589,3
"BCCWS","VIVI-23",2021,2021,1,10,10,48.404388,-123.372589,3.06667
"BCCWS","VIVI-23",2021,2021,2,11,13,48.404388,-123.372589,4.28333
"BCCWS","VIVI-23",2021,2021,3,12,12,48.404388,-123.372589,5
"BCCWS","VIVI-23",2021,2022,4,1,9,48.404388,-123.372589,4.35
"BCCWS","VIVI-23",2021,2022,5,2,14,48.404388,-123.372589,4
"BCCWS","VIVI-23",2021,2022,6,3,13,48.404388,-123.372589,3.46667
"BCCWS","VIVI-23",2021,2022,7,4,10,48.404388,-123.372589,3.96667
"BCCWS","VIVI-23",2022,2022,1,10,9,48.404388,-123.372589,3.65
"BCCWS","VIVI-23",2022,2022,2,11,13,48.404388,-123.372589,4.23333
"BCCWS","VIVI-23",2022,2022,3,12,11,48.404388,-123.372589,3.48333
"BCCWS","VIVI-23",2022,2023,4,1,8,48.404388,-123.372589,3.7
"BCCWS","VIVI-23",2022,2023,5,2,12,48.404388,-123.372589,4.2
"BCCWS","VIVI-23",2022,2023,6,3,12,48.404388,-123.372589,3.28333
"BCCWS","VIVI-23",2022,2023,7,4,9,48.404388,-123.372589,3.53333
"BCCWS","VIVI-23",2023,2023,1,10,8,48.404388,-123.372589,3.75
"BCCWS","VIVI-23",2023,2023,2,11,12,48.404388,-123.372589,4.41667
"BCCWS","VIVI-23",2023,2023,3,12,10,48.404388,-123.372589,3.66667
"BCCWS","VIVI-23",2023,2024,4,1,14,48.404388,-123.372589,3.11667
"BCCWS","VIVI-23",2023,2024,5,2,11,48.404388,-123.372589,3.43333
"BCCWS","VIVI-23",2023,2024,6,3,10,48.404388,-123.372589,3.25
"BCCWS","VIVI-23",2023,2024,7,4,14,48.404388,-123.372589,3.58333
"BCCWS","VIVI-23",2024,2024,1,10,12,48.404388,-123.372589,3.63333
"BCCWS","VIVI-23",2024,2024,2,11,10,48.404388,-123.372589,4.7
"BCCWS","VIVI-23",2024,2025,5,2,9,48.404388,-123.372589,4.43333
"BCCWS","VIVI-23",2024,2025,6,3,10,48.404388,-123.372589,3
"BCCWS","VIVI-23",2024,2025,7,4,13,48.404388,-123.372589,3.86667
"BCCWS","VIVI-24",2008,2008,1,10,11,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2008,2008,3,12,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2008,2009,4,1,11,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2008,2009,5,2,9,48.402901,-123.334328,2
"BCCWS","VIVI-24",2008,2009,6,3,7,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2008,2009,7,4,13,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2009,2009,1,10,10,48.402901,-123.334328,2
"BCCWS","VIVI-24",2009,2009,2,11,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2009,2009,3,12,15,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2009,2010,4,1,11,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2009,2010,5,2,15,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2009,2010,6,3,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2009,2010,7,4,11,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2010,2010,1,10,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2010,2010,2,11,15,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2010,2010,3,12,13,48.402901,-123.334328,2
"BCCWS","VIVI-24",2010,2011,4,1,8,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2010,2011,5,2,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2010,2011,6,3,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2010,2011,7,4,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2011,2011,1,10,8,48.402901,-123.334328,1.75
"BCCWS","VIVI-24",2011,2011,2,11,13,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2011,2011,3,12,12,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2011,2012,4,1,8,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2011,2012,5,2,9,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2011,2012,6,3,11,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2011,2012,7,4,9,48.402901,-123.334328,2.5
"BCCWS","VIVI-24",2012,2012,1,10,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2012,2012,2,11,8,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2012,2012,3,12,9,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2012,2013,4,1,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2012,2013,5,2,9,48.402901,-123.334328,2
"BCCWS","VIVI-24",2012,2013,6,3,10,48.402901,-123.334328,1.25
"BCCWS","VIVI-24",2012,2013,7,4,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2013,2013,1,10,13,48.402901,-123.334328,1.66667
"BCCWS","VIVI-24",2013,2013,2,11,10,48.402901,-123.334328,3.25
"BCCWS","VIVI-24",2013,2013,3,12,8,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2013,2014,4,1,12,48.402901,-123.334328,1.66667
"BCCWS","VIVI-24",2013,2014,5,2,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2013,2014,6,3,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2013,2014,7,4,23,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2014,2014,1,10,13,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2014,2014,2,11,9,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2014,2014,3,12,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2014,2015,4,1,11,48.402901,-123.334328,3
"BCCWS","VIVI-24",2014,2015,5,2,8,48.402901,-123.334328,1.75
"BCCWS","VIVI-24",2014,2015,6,3,8,48.402901,-123.334328,2.16667
"BCCWS","VIVI-24",2014,2015,7,4,13,48.402901,-123.334328,1.25
"BCCWS","VIVI-24",2015,2015,1,10,7,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2015,2015,2,11,9,48.402901,-123.334328,2.5
"BCCWS","VIVI-24",2015,2015,3,12,13,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2015,2016,4,1,17,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2015,2016,5,2,11,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2015,2016,6,3,13,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2015,2016,7,4,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2016,2016,1,10,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2016,2016,2,11,16,48.402901,-123.334328,1.75
"BCCWS","VIVI-24",2016,2016,3,12,19,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2016,2017,4,1,8,48.402901,-123.334328,2
"BCCWS","VIVI-24",2016,2017,5,2,18,48.402901,-123.334328,2
"BCCWS","VIVI-24",2016,2017,6,3,12,48.402901,-123.334328,2
"BCCWS","VIVI-24",2016,2017,7,4,8,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2017,2017,1,10,6,48.402901,-123.334328,1.75
"BCCWS","VIVI-24",2017,2017,2,11,12,48.402901,-123.334328,2.5
"BCCWS","VIVI-24",2017,2017,3,12,6,48.402901,-123.334328,1.33333
"BCCWS","VIVI-24",2017,2018,4,1,15,48.402901,-123.334328,1.25
"BCCWS","VIVI-24",2017,2018,6,3,11,48.402901,-123.334328,2
"BCCWS","VIVI-24",2017,2018,7,4,13,48.402901,-123.334328,2
"BCCWS","VIVI-24",2018,2018,1,10,14,48.402901,-123.334328,3.5
"BCCWS","VIVI-24",2018,2018,2,11,13,48.402901,-123.334328,1.75
"BCCWS","VIVI-24",2018,2018,3,12,9,48.402901,-123.334328,2
"BCCWS","VIVI-24",2018,2019,4,1,13,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2018,2019,5,2,10,48.402901,-123.334328,2
"BCCWS","VIVI-24",2018,2019,6,3,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2018,2019,7,4,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2019,2019,1,10,12,48.402901,-123.334328,2.5
"BCCWS","VIVI-24",2019,2019,3,12,7,48.402901,-123.334328,1.43333
"BCCWS","VIVI-24",2019,2020,6,3,8,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2019,2020,7,4,12,48.402901,-123.334328,2
"BCCWS","VIVI-24",2020,2020,1,10,11,48.402901,-123.334328,2
"BCCWS","VIVI-24",2020,2020,2,11,8,48.402901,-123.334328,3
"BCCWS","VIVI-24",2020,2020,3,12,12,48.402901,-123.334328,3
"BCCWS","VIVI-24",2020,2021,4,1,10,48.402901,-123.334328,1.91667
"BCCWS","VIVI-24",2020,2021,5,2,14,48.402901,-123.334328,2.1
"BCCWS","VIVI-24",2020,2021,6,3,14,48.402901,-123.334328,2.05
"BCCWS","VIVI-24",2020,2021,7,4,11,48.402901,-123.334328,1.45
"BCCWS","VIVI-24",2021,2021,2,11,14,48.402901,-123.334328,1.58333
"BCCWS","VIVI-24",2021,2021,3,12,12,48.402901,-123.334328,1.8
"BCCWS","VIVI-24",2021,2022,4,1,9,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2021,2022,5,2,13,48.402901,-123.334328,2
"BCCWS","VIVI-24",2021,2022,6,3,13,48.402901,-123.334328,1.66667
"BCCWS","VIVI-24",2021,2022,7,4,10,48.402901,-123.334328,1.6
"BCCWS","VIVI-24",2022,2022,1,10,8,48.402901,-123.334328,1.2
"BCCWS","VIVI-24",2022,2022,3,12,17,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2022,2023,4,1,8,48.402901,-123.334328,2.25
"BCCWS","VIVI-24",2022,2023,5,2,12,48.402901,-123.334328,2.31667
"BCCWS","VIVI-24",2022,2023,6,3,12,48.402901,-123.334328,2.41667
"BCCWS","VIVI-24",2022,2023,7,4,9,48.402901,-123.334328,2.31667
"BCCWS","VIVI-24",2023,2023,1,10,9,48.402901,-123.334328,2.23333
"BCCWS","VIVI-24",2023,2024,4,1,14,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2023,2024,5,2,15,48.402901,-123.334328,1.43333
"BCCWS","VIVI-24",2023,2024,6,3,10,48.402901,-123.334328,1.5
"BCCWS","VIVI-24",2023,2024,7,4,14,48.402901,-123.334328,1.41667
"BCCWS","VIVI-24",2024,2024,1,10,11,48.402901,-123.334328,2.08333
"BCCWS","VIVI-24",2024,2024,2,11,8,48.402901,-123.334328,2.06667
"BCCWS","VIVI-24",2024,2024,3,12,8,48.402901,-123.334328,2.25
"BCCWS","VIVI-24",2024,2025,4,1,12,48.402901,-123.334328,2.73333
"BCCWS","VIVI-24",2024,2025,5,2,9,48.402901,-123.334328,2.03333
"BCCWS","VIVI-24",2024,2025,6,3,9,48.402901,-123.334328,2.76667
"BCCWS","VIVI-24",2024,2025,7,4,13,48.402901,-123.334328,2.18333
"BCCWS","VIVI-25",2008,2008,1,10,6,48.406452,-123.303001,2.81667
"BCCWS","VIVI-25",2008,2008,2,11,11,48.406452,-123.303001,2.41667
"BCCWS","VIVI-25",2008,2008,3,12,25,48.406452,-123.303001,2.75
"BCCWS","VIVI-25",2008,2009,4,1,23,48.406452,-123.303001,2.91667
"BCCWS","VIVI-25",2008,2009,5,2,28,48.406452,-123.303001,2.91667
"BCCWS","VIVI-25",2008,2009,7,4,15,48.406452,-123.303001,2.85
"BCCWS","VIVI-25",2009,2009,1,10,8,48.406452,-123.303001,3.26667
"BCCWS","VIVI-25",2009,2009,2,11,8,48.406452,-123.303001,0.583333
"BCCWS","VIVI-25",2009,2009,3,12,13,48.406452,-123.303001,2.13333
"BCCWS","VIVI-25",2009,2010,4,1,9,48.406452,-123.303001,2.33333
"BCCWS","VIVI-25",2009,2010,5,2,14,48.406452,-123.303001,1.75
"BCCWS","VIVI-25",2009,2010,6,3,13,48.406452,-123.303001,3.16667
"BCCWS","VIVI-25",2009,2010,7,4,11,48.406452,-123.303001,2.25
"BCCWS","VIVI-25",2010,2010,1,10,10,48.406452,-123.303001,2.98333
"BCCWS","VIVI-25",2010,2010,2,11,4,48.406452,-123.303001,3.61667
"BCCWS","VIVI-25",2011,2011,1,10,9,48.406452,-123.303001,2.33333
"BCCWS","VIVI-25",2011,2011,2,11,11,48.406452,-123.303001,2.16667
"BCCWS","VIVI-25",2011,2012,5,2,18,48.406452,-123.303001,1.75
"BCCWS","VIVI-25",2011,2012,6,3,10,48.406452,-123.303001,2.25
"BCCWS","VIVI-25",2015,2015,2,11,9,48.406452,-123.303001,2
"BCCWS","VIVI-25",2015,2016,4,1,9,48.406452,-123.303001,1.5
"BCCWS","VIVI-25",2015,2016,5,2,16,48.406452,-123.303001,2.25
"BCCWS","VIVI-25",2018,2019,4,1,14,48.406452,-123.303001,1.83333
"BCCWS","VIVI-25",2018,2019,5,2,10,48.406452,-123.303001,0.916666
"BCCWS","VIVI-25",2018,2019,7,4,15,48.406452,-123.303001,0.95
"BCCWS","VIVI-25",2020,2020,1,10,12,48.406452,-123.303001,2.53333
"BCCWS","VIVI-25",2020,2020,2,11,8,48.406452,-123.303001,1.73333
"BCCWS","VIVI-25",2020,2020,3,12,14,48.406452,-123.303001,3.01667
"BCCWS","VIVI-25",2020,2021,4,1,10,48.406452,-123.303001,2.53333
"BCCWS","VIVI-25",2020,2021,5,2,16,48.406452,-123.303001,1.36667
"BCCWS","VIVI-25",2020,2021,6,3,14,48.406452,-123.303001,1.66667
"BCCWS","VIVI-25",2020,2021,7,4,11,48.406452,-123.303001,1.53333
"BCCWS","VIVI-25",2021,2021,1,10,10,48.406452,-123.303001,2.78333
"BCCWS","VIVI-25",2021,2021,2,11,15,48.406452,-123.303001,1.5
"BCCWS","VIVI-25",2021,2021,3,12,12,48.406452,-123.303001,3
"BCCWS","VIVI-25",2021,2022,4,1,9,48.406452,-123.303001,3.05
"BCCWS","VIVI-25",2021,2022,5,2,13,48.406452,-123.303001,2.2
"BCCWS","VIVI-25",2021,2022,6,3,13,48.406452,-123.303001,2.03333
"BCCWS","VIVI-25",2021,2022,7,4,9,48.406452,-123.303001,1.41667
"BCCWS","VIVI-25",2022,2022,1,10,8,48.406452,-123.303001,2.11667
"BCCWS","VIVI-25",2022,2022,2,11,13,48.406452,-123.303001,2.25
"BCCWS","VIVI-25",2022,2022,3,12,11,48.406452,-123.303001,1.95
"BCCWS","VIVI-25",2022,2023,4,1,8,48.406452,-123.303001,2.13333
"BCCWS","VIVI-25",2022,2023,5,2,13,48.406452,-123.303001,1.66667
"BCCWS","VIVI-25",2022,2023,6,3,12,48.406452,-123.303001,2.2
"BCCWS","VIVI-25",2022,2023,7,4,9,48.406452,-123.303001,2.13333
"BCCWS","VIVI-25",2023,2023,1,10,8,48.406452,-123.303001,1.66667
"BCCWS","VIVI-25",2023,2023,2,11,12,48.406452,-123.303001,1.8
"BCCWS","VIVI-25",2023,2023,3,12,9,48.406452,-123.303001,1.15
"BCCWS","VIVI-25",2023,2024,4,1,14,48.406452,-123.303001,2.21667
"BCCWS","VIVI-25",2023,2024,5,2,11,48.406452,-123.303001,1.8
"BCCWS","VIVI-25",2023,2024,6,3,10,48.406452,-123.303001,1.45
"BCCWS","VIVI-25",2023,2024,7,4,14,48.406452,-123.303001,2.66667
"BCCWS","VIVI-25",2024,2024,1,10,13,48.406452,-123.303001,2.55
"BCCWS","VIVI-25",2024,2024,2,11,10,48.406452,-123.303001,2.7
"BCCWS","VIVI-25",2024,2024,3,12,8,48.406452,-123.303001,2.41667
"BCCWS","VIVI-25",2024,2025,4,1,12,48.406452,-123.303001,2.25
"BCCWS","VIVI-25",2024,2025,5,2,9,48.406452,-123.303001,2.33333
"BCCWS","VIVI-25",2024,2025,6,3,9,48.406452,-123.303001,2.15
"BCCWS","VIVI-25",2024,2025,7,4,13,48.406452,-123.303001,2.5
"BCCWS","VIVI-26",2011,2011,2,11,13,48.418812,-123.289909,2.5
"BCCWS","VIVI-26",2011,2011,3,12,10,48.418812,-123.289909,1.5
"BCCWS","VIVI-26",2011,2012,4,1,8,48.418812,-123.289909,1.5
"BCCWS","VIVI-26",2011,2012,5,2,12,48.418812,-123.289909,1.66667
"BCCWS","VIVI-26",2011,2012,6,3,11,48.418812,-123.289909,2.25
"BCCWS","VIVI-26",2011,2012,7,4,8,48.418812,-123.289909,2
"BCCWS","VIVI-26",2012,2012,2,11,11,48.418812,-123.289909,0.833333
"BCCWS","VIVI-26",2018,2018,2,11,11,48.418812,-123.289909,1.91667
"BCCWS","VIVI-27",2008,2008,1,10,4,48.432541,-123.293549,2.45
"BCCWS","VIVI-27",2008,2008,2,11,9,48.432541,-123.293549,2.78333
"BCCWS","VIVI-27",2008,2008,3,12,29,48.432541,-123.293549,1.58333
"BCCWS","VIVI-27",2008,2009,4,1,22,48.432541,-123.293549,2.41667
"BCCWS","VIVI-27",2008,2009,7,4,14,48.432541,-123.293549,2.3
"BCCWS","VIVI-27",2009,2009,1,10,10,48.432541,-123.293549,3.06667
"BCCWS","VIVI-27",2009,2009,2,11,6,48.432541,-123.293549,1.66667
"BCCWS","VIVI-27",2009,2009,3,12,11,48.432541,-123.293549,2.23333
"BCCWS","VIVI-27",2009,2010,4,1,9,48.432541,-123.293549,2.33333
"BCCWS","VIVI-27",2009,2010,5,2,14,48.432541,-123.293549,2
"BCCWS","VIVI-27",2009,2010,6,3,13,48.432541,-123.293549,2.33333
"BCCWS","VIVI-27",2009,2010,7,4,12,48.432541,-123.293549,2.25
"BCCWS","VIVI-27",2010,2010,1,10,17,48.432541,-123.293549,3.15
"BCCWS","VIVI-27",2010,2010,2,11,7,48.432541,-123.293549,2.75
"BCCWS","VIVI-27",2010,2010,3,12,21,48.432541,-123.293549,3.25
"BCCWS","VIVI-27",2010,2011,4,1,8,48.432541,-123.293549,3.5
"BCCWS","VIVI-27",2010,2011,5,2,13,48.432541,-123.293549,2.41667
"BCCWS","VIVI-27",2010,2011,6,3,19,48.432541,-123.293549,3.5
"BCCWS","VIVI-27",2010,2011,7,4,9,48.432541,-123.293549,2.75
"BCCWS","VIVI-27",2011,2011,1,10,16,48.432541,-123.293549,3
"BCCWS","VIVI-27",2011,2011,2,11,20,48.432541,-123.293549,3
"BCCWS","VIVI-27",2011,2012,6,3,18,48.432541,-123.293549,2.25
"BCCWS","VIVI-27",2012,2012,2,11,11,48.432541,-123.293549,0.5
"BCCWS","VIVI-27",2012,2012,3,12,8,48.432541,-123.293549,3.75
"BCCWS","VIVI-27",2012,2013,4,1,12,48.432541,-123.293549,2.75
"BCCWS","VIVI-27",2012,2013,5,2,12,48.432541,-123.293549,2.25
"BCCWS","VIVI-27",2013,2013,1,10,20,48.432541,-123.293549,1.5
"BCCWS","VIVI-27",2013,2014,5,2,9,48.432541,-123.293549,2.16667
"BCCWS","VIVI-27",2015,2015,1,10,10,48.432541,-123.293549,3.33333
"BCCWS","VIVI-27",2015,2015,2,11,7,48.432541,-123.293549,2.83333
"BCCWS","VIVI-27",2015,2015,3,12,13,48.432541,-123.293549,3.08333
"BCCWS","VIVI-27",2015,2016,4,1,10,48.432541,-123.293549,3.16667
"BCCWS","VIVI-27",2015,2016,5,2,13,48.432541,-123.293549,3.33333
"BCCWS","VIVI-27",2015,2016,6,3,13,48.432541,-123.293549,3
"BCCWS","VIVI-27",2015,2016,7,4,9,48.432541,-123.293549,2.5
"BCCWS","VIVI-27",2018,2018,2,11,12,48.432541,-123.293549,2.25
"BCCWS","VIVI-27",2024,2025,7,4,13,48.432541,-123.293549,1.88333
"BCCWS","VIVI-28",2010,2010,1,10,11,48.447823,-123.287537,3.3
"BCCWS","VIVI-28",2010,2010,2,11,10,48.447823,-123.287537,2.7
"BCCWS","VIVI-28",2011,2011,1,10,7,48.447823,-123.287537,3.03333
"BCCWS","VIVI-28",2011,2011,2,11,10,48.447823,-123.287537,3.58333
"BCCWS","VIVI-28",2012,2012,1,10,13,48.447823,-123.287537,2.5
"BCCWS","VIVI-28",2012,2012,2,11,10,48.447823,-123.287537,2.58333
"BCCWS","VIVI-28",2012,2012,3,12,9,48.447823,-123.287537,5.5
"BCCWS","VIVI-28",2012,2013,4,1,13,48.447823,-123.287537,2
"BCCWS","VIVI-28",2012,2013,5,2,10,48.447823,-123.287537,2
"BCCWS","VIVI-28",2012,2013,6,3,10,48.447823,-123.287537,3
"BCCWS","VIVI-28",2012,2013,7,4,14,48.447823,-123.287537,4.5
"BCCWS","VIVI-28",2013,2013,1,10,14,48.447823,-123.287537,4
"BCCWS","VIVI-28",2013,2013,2,11,10,48.447823,-123.287537,2.5
"BCCWS","VIVI-28",2013,2013,3,12,8,48.447823,-123.287537,3.66667
"BCCWS","VIVI-28",2013,2014,4,1,12,48.447823,-123.287537,4
"BCCWS","VIVI-28",2013,2014,5,2,9,48.447823,-123.287537,3.16667
"BCCWS","VIVI-28",2013,2014,6,3,9,48.447823,-123.287537,2.5
"BCCWS","VIVI-28",2013,2014,7,4,13,48.447823,-123.287537,2.75
"BCCWS","VIVI-28",2014,2014,1,10,11,48.447823,-123.287537,2.66667
"BCCWS","VIVI-28",2014,2014,2,11,10,48.447823,-123.287537,3.75
"BCCWS","VIVI-28",2014,2014,3,12,8,48.447823,-123.287537,3.66667
"BCCWS","VIVI-28",2014,2015,4,1,12,48.447823,-123.287537,4.33333
"BCCWS","VIVI-28",2014,2015,5,2,11,48.447823,-123.287537,3.5
"BCCWS","VIVI-28",2014,2015,6,3,6,48.447823,-123.287537,2.58333
"BCCWS","VIVI-28",2014,2015,7,4,12,48.447823,-123.287537,4
"BCCWS","VIVI-28",2015,2015,1,10,11,48.447823,-123.287537,3.33333
"BCCWS","VIVI-28",2015,2015,2,11,7,48.447823,-123.287537,4.16667
"BCCWS","VIVI-28",2015,2015,3,12,13,48.447823,-123.287537,3.63333
"BCCWS","VIVI-28",2015,2016,4,1,10,48.447823,-123.287537,3.3
"BCCWS","VIVI-28",2015,2016,5,2,15,48.447823,-123.287537,4.13333
"BCCWS","VIVI-28",2015,2016,6,3,12,48.447823,-123.287537,5.31667
"BCCWS","VIVI-28",2015,2016,7,4,9,48.447823,-123.287537,2.91667
"BCCWS","VIVI-28",2016,2016,1,10,12,48.447823,-123.287537,2.41667
"BCCWS","VIVI-28",2016,2016,2,11,14,48.447823,-123.287537,3.25
"BCCWS","VIVI-28",2016,2016,3,12,13,48.447823,-123.287537,3
"BCCWS","VIVI-28",2016,2017,4,1,8,48.447823,-123.287537,2.66667
"BCCWS","VIVI-28",2016,2017,5,2,15,48.447823,-123.287537,2.5
"BCCWS","VIVI-28",2016,2017,6,3,13,48.447823,-123.287537,3.08333
"BCCWS","VIVI-28",2016,2017,7,4,10,48.447823,-123.287537,3.16667
"BCCWS","VIVI-28",2017,2017,1,10,10,48.447823,-123.287537,4.5
"BCCWS","VIVI-28",2017,2017,2,11,12,48.447823,-123.287537,2.83333
"BCCWS","VIVI-28",2017,2017,3,12,11,48.447823,-123.287537,3.66667
"BCCWS","VIVI-28",2017,2018,4,1,14,48.447823,-123.287537,1.56667
"BCCWS","VIVI-28",2017,2018,5,2,11,48.447823,-123.287537,2.88333
"BCCWS","VIVI-28",2017,2018,6,3,13,48.447823,-123.287537,2.71667
"BCCWS","VIVI-28",2017,2018,7,4,8,48.447823,-123.287537,2.75
"BCCWS","VIVI-28",2018,2018,1,10,14,48.447823,-123.287537,3.03333
"BCCWS","VIVI-28",2018,2018,2,11,8,48.447823,-123.287537,3
"BCCWS","VIVI-28",2018,2018,3,12,11,48.447823,-123.287537,3.51667
"BCCWS","VIVI-28",2018,2019,4,1,14,48.447823,-123.287537,1.9
"BCCWS","VIVI-28",2018,2019,5,2,14,48.447823,-123.287537,3.08333
"BCCWS","VIVI-28",2018,2019,6,3,10,48.447823,-123.287537,3.3
"BCCWS","VIVI-28",2018,2019,7,4,13,48.447823,-123.287537,4.25
"BCCWS","VIVI-28",2019,2019,1,10,12,48.447823,-123.287537,4
"BCCWS","VIVI-28",2019,2019,2,11,11,48.447823,-123.287537,3.33333
"BCCWS","VIVI-28",2019,2019,3,12,9,48.447823,-123.287537,2.66667
"BCCWS","VIVI-28",2019,2020,4,1,19,48.447823,-123.287537,2.33333
"BCCWS","VIVI-28",2019,2020,5,2,9,48.447823,-123.287537,3.58333
"BCCWS","VIVI-28",2019,2020,6,3,8,48.447823,-123.287537,1.8
"BCCWS","VIVI-28",2019,2020,7,4,14,48.447823,-123.287537,4.41667
"BCCWS","VIVI-28",2020,2021,4,1,11,48.447823,-123.287537,3.5
"BCCWS","VIVI-28",2020,2021,5,2,16,48.447823,-123.287537,3.48333
"BCCWS","VIVI-28",2020,2021,6,3,13,48.447823,-123.287537,3.41667
"BCCWS","VIVI-28",2020,2021,7,4,11,48.447823,-123.287537,3
"BCCWS","VIVI-28",2021,2021,1,10,8,48.447823,-123.287537,3.25
