results_code,version,area_code,season,period,species_code,species_id,years,year_start,year_end,trnd,lower_ci,upper_ci,index_type,stderr,model_type,model_fit,percent_change,percent_change_low,percent_change_high,prob_decrease_0,prob_decrease_25,prob_decrease_30,prob_decrease_50,prob_increase_0,prob_increase_33,prob_increase_100,suitability,precision_num,precision_cat,coverage_num,coverage_cat,sample_size,sample_size_units,prob_LD,prob_MD,prob_LC,prob_MI,prob_LI
BCCWS/PSSS,2025,LMWR-3,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.69522879101713,-7.3024550565435,0.462901810159265,Slope Trend,,ALPHA SPATIAL SPDE,,-32.3315190939589,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,LMWR-4,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-2.70922825565828,-6.35338651307164,1.49147468069301,Slope Trend,,ALPHA SPATIAL SPDE,,-24.3082202118658,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,LMWR-6,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-2.93340391068219,-5.28204961632916,-0.35977757025099,Slope Trend,,ALPHA SPATIAL SPDE,,-36.6190423262324,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,SCGI-4,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-0.496518764304417,-2.90412790397279,2.1417192144658,Slope Trend,,ALPHA SPATIAL SPDE,,-5.75585061817532,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,SCPR-1,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-4.72812450206886,-7.03334473510609,-2.20208343168727,Slope Trend,,ALPHA SPATIAL SPDE,,-52.9805624139712,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,SCPR-2,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.84347924981565,-6.92043970788072,-0.254975317467485,Slope Trend,,ALPHA SPATIAL SPDE,,-44.3852937727,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-1,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-0.106711438857281,-2.52375244631361,2.54186190182818,Slope Trend,,ALPHA SPATIAL SPDE,,0.32818721840794,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-2,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.15360770121187,-6.32895876132876,-0.0151330888324461,Slope Trend,,ALPHA SPATIAL SPDE,,-30.5375903476143,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-3,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-2.17945178881501,-5.38674298563422,0.990592028436019,Slope Trend,,ALPHA SPATIAL SPDE,,-21.6733435219141,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-6,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-9.89735739198611,-12.8515977610233,-6.97742563592123,Slope Trend,,ALPHA SPATIAL SPDE,,-70.7854755082357,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-7,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.23516651872584,-8.34226846970197,-2.16414841502861,Slope Trend,,ALPHA SPATIAL SPDE,,-46.4801453483525,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-1,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-6.19704192877061,-9.78955401067037,-2.26011843365203,Slope Trend,,ALPHA SPATIAL SPDE,,-49.4058314206795,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-13,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.32096341303177,-7.86847734282646,-2.61562371981991,Slope Trend,,ALPHA SPATIAL SPDE,,-57.3405379603083,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-15,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.86999316081691,-8.1475844769061,-3.37422762677702,Slope Trend,,ALPHA SPATIAL SPDE,,-61.2303894382815,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-2,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-6.59714512926276,-9.81113509833707,-3.51188105999534,Slope Trend,,ALPHA SPATIAL SPDE,,-64.9816927466664,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-3,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-0.324963156000255,-2.69858747290693,2.31310158082681,Slope Trend,,ALPHA SPATIAL SPDE,,-3.1445644568913,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-4,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-2.28014222160651,-4.7102245751843,0.0771872121333625,Slope Trend,,ALPHA SPATIAL SPDE,,-28.0855344842368,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-5,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-4.70377729901353,-7.44721334161781,-1.84770736831676,Slope Trend,,ALPHA SPATIAL SPDE,,-48.0408877500958,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-6,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,3.09621138935733,0.601671723772697,5.82970711208941,Slope Trend,,ALPHA SPATIAL SPDE,,66.2360804959528,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-7,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-2.95407419206945,-5.41859316223152,-0.751078543618989,Slope Trend,,ALPHA SPATIAL SPDE,,-35.1672426517414,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-8,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.3614264070584,-6.83015149052045,-0.00625630599373933,Slope Trend,,ALPHA SPATIAL SPDE,,-39.4779097528486,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-9,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.07520703145269,-7.37202917570363,-2.55836851659396,Slope Trend,,ALPHA SPATIAL SPDE,,-55.6476605454451,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-1,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.74391687929056,-7.1851719302197,-0.244126730957914,Slope Trend,,ALPHA SPATIAL SPDE,,-37.5051993762701,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-12,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-1.78506286734887,-4.64108023261798,1.19572778518389,Slope Trend,,ALPHA SPATIAL SPDE,,-20.7275865003292,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-2,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-10.9079650910956,-14.1492306980191,-7.57769695174064,Slope Trend,,ALPHA SPATIAL SPDE,,-67.9330285647446,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-3,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-0.551013107986361,-4.16907594812757,3.16639881190346,Slope Trend,,ALPHA SPATIAL SPDE,,-3.68968758865272,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-4,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-4.08832715206761,-6.40902806907961,-1.54532247753341,Slope Trend,,ALPHA SPATIAL SPDE,,-47.6658170970574,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-7,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.71125538838413,-7.99268756015971,-3.21128107677489,Slope Trend,,ALPHA SPATIAL SPDE,,-60.1709773186186,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-1,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,9.76862396276435,6.1695852356181,13.3258658110729,Slope Trend,,ALPHA SPATIAL SPDE,,212.238980137096,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-2,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.15748265681135,-5.50070650152957,-0.589797546284178,Slope Trend,,ALPHA SPATIAL SPDE,,-38.9199877461325,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-4,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.79780664582635,-8.07714460345103,-3.30012715658572,Slope Trend,,ALPHA SPATIAL SPDE,,-60.7519366913844,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-6,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-0.770537505842298,-3.25862607428494,1.97143421991371,Slope Trend,,ALPHA SPATIAL SPDE,,-9.57243930950783,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-8,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.13382386958765,-5.47762016776826,-0.565511469339466,Slope Trend,,ALPHA SPATIAL SPDE,,-38.6807986232961,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-16,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-9.18235898409791,-11.7775671337723,-7.2005168979247,Slope Trend,,ALPHA SPATIAL SPDE,,-71.0016363437289,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-18,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-4.46897693030003,-6.88589813770404,-2.18062539397719,Slope Trend,,ALPHA SPATIAL SPDE,,-48.620898797203,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-20,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-8.79457693025207,-11.0331806636779,-6.3867984242957,Slope Trend,,ALPHA SPATIAL SPDE,,-76.6041689770661,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-22,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-8.57077744691793,-11.6469878275721,-5.43546735034097,Slope Trend,,ALPHA SPATIAL SPDE,,-75.1963782088778,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-28,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.55774010813646,-6.22710020659792,-1.12518004881766,Slope Trend,,ALPHA SPATIAL SPDE,,-38.6080255353613,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-3,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.77470757086182,-8.382705726009,-3.39806601146912,Slope Trend,,ALPHA SPATIAL SPDE,,-55.6684191779599,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-30,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-6.1041488879357,-8.3760745181442,-3.61459176514495,Slope Trend,,ALPHA SPATIAL SPDE,,-62.7450108268832,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-32,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-4.55079774812923,-6.86030862012895,-2.02005503142246,Slope Trend,,ALPHA SPATIAL SPDE,,-51.5605902524811,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-36,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,0.583722753003826,-1.97276386548618,3.20802392207674,Slope Trend,,ALPHA SPATIAL SPDE,,12.2992274979698,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-38,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,2.11608734878688,-0.521319637580108,5.3250234057313,Slope Trend,,ALPHA SPATIAL SPDE,,43.2112933644979,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-40,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-2.764146441395,-5.23066459134066,-0.123614905583924,Slope Trend,,ALPHA SPATIAL SPDE,,-32.8198696830897,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-43,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,0.393661339145109,-3.45126475618294,4.6071975880439,Slope Trend,,ALPHA SPATIAL SPDE,,6.77948299563978,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-45,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.66310811693431,-8.06789981303946,-3.11224512799742,Slope Trend,,ALPHA SPATIAL SPDE,,-59.8216563066508,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-58,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-5.81409063288715,-8.19698065618272,-3.55795997004536,Slope Trend,,ALPHA SPATIAL SPDE,,-58.4654891474062,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-60,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-3.83340129072438,-6.2664024708204,-1.52982516615222,Slope Trend,,ALPHA SPATIAL SPDE,,-43.2476421695764,,,,,,,,,,,,Medium,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-61,winter,all years,Greater-Lesser Scaup,680,2008-2024,2008,2024,-13.9286659130061,-17.3013649060721,-10.5317488657763,Slope Trend,,ALPHA SPATIAL SPDE,,-87.2181007180663,,,,,,,,,,,,Low,,,155,Number of Sites,,,,,
BCCWS/PSSS,2025,1,winter,all years,PALO,1550,2008-2024,2008,2024,-0.217014909776053,-1.28107985988089,0.677207471192489,Slope Trend,,ALPHA SPATIAL SPDE,,-3.13111226535934,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,10,winter,all years,PALO,1550,2008-2024,2008,2024,0.730381943551819,-0.343785849082277,1.63309458434913,Slope Trend,,ALPHA SPATIAL SPDE,,12.6803353701734,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,100,winter,all years,PALO,1550,2008-2024,2008,2024,0.69035220045941,-0.532967900833634,2.36586042058694,Slope Trend,,ALPHA SPATIAL SPDE,,8.18541292308169,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,101,winter,all years,PALO,1550,2008-2024,2008,2024,4.68105280965373,3.40924837826567,6.42296711068823,Slope Trend,,ALPHA SPATIAL SPDE,,65.9018189034306,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,102,winter,all years,PALO,1550,2008-2024,2008,2024,1.13318779049687,-0.0955124655679271,2.81606488614284,Slope Trend,,ALPHA SPATIAL SPDE,,13.5358227599231,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,104,winter,all years,PALO,1550,2008-2024,2008,2024,-1.12558501472365,-2.32684269941499,0.519705635748193,Slope Trend,,ALPHA SPATIAL SPDE,,-11.4424805026315,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,105,winter,all years,PALO,1550,2008-2024,2008,2024,0.0650972982344831,-1.15062637625492,1.73020114787906,Slope Trend,,ALPHA SPATIAL SPDE,,1.02086652216541,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,106,winter,all years,PALO,1550,2008-2024,2008,2024,-1.20522965316172,-2.40551970902833,0.438735694106029,Slope Trend,,ALPHA SPATIAL SPDE,,-12.2240044721015,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,107,winter,all years,PALO,1550,2008-2024,2008,2024,-2.04777715516319,-3.23783082518977,-0.417831972038285,Slope Trend,,ALPHA SPATIAL SPDE,,-20.1160551862847,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,109,winter,all years,PALO,1550,2008-2024,2008,2024,3.1400762693719,1.8606031008677,4.84129374859494,Slope Trend,,ALPHA SPATIAL SPDE,,36.6294026262811,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,11,winter,all years,PALO,1550,2008-2024,2008,2024,0.551051661818486,-0.521203790078225,1.45215720345588,Slope Trend,,ALPHA SPATIAL SPDE,,9.5131612583957,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,110,winter,all years,PALO,1550,2008-2024,2008,2024,2.58689693937748,1.31428607053117,4.27899014431868,Slope Trend,,ALPHA SPATIAL SPDE,,29.475805498605,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,113,winter,all years,PALO,1550,2008-2024,2008,2024,-3.18986609969624,-4.3908150736066,-1.59305622797399,Slope Trend,,ALPHA SPATIAL SPDE,,-27.4766435630269,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,118,winter,all years,PALO,1550,2008-2024,2008,2024,-8.45762597274281,-9.59322733727111,-6.94770381234016,Slope Trend,,ALPHA SPATIAL SPDE,,-58.5531625292498,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,12,winter,all years,PALO,1550,2008-2024,2008,2024,1.42078604064199,0.22280739062676,2.44364200085985,Slope Trend,,ALPHA SPATIAL SPDE,,25.716474245804,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,120,winter,all years,PALO,1550,2008-2024,2008,2024,-0.625974227443044,-1.85872879018122,1.01312509980108,Slope Trend,,ALPHA SPATIAL SPDE,,-5.81135970415595,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,121,winter,all years,PALO,1550,2008-2024,2008,2024,9.11293132720181,7.75936370325141,10.9126665290481,Slope Trend,,ALPHA SPATIAL SPDE,,139.900923704799,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,122,winter,all years,PALO,1550,2008-2024,2008,2024,0.320462031097367,-0.924033261745943,1.97517210795732,Slope Trend,,ALPHA SPATIAL SPDE,,3.55353378717339,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,123,winter,all years,PALO,1550,2008-2024,2008,2024,0.478838132545227,-0.767621847349566,2.13616050330508,Slope Trend,,ALPHA SPATIAL SPDE,,5.19999828380953,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,124,winter,all years,PALO,1550,2008-2024,2008,2024,-4.76704080827239,-5.94842461610321,-3.19624523941928,Slope Trend,,ALPHA SPATIAL SPDE,,-38.4621269053349,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,125,winter,all years,PALO,1550,2008-2024,2008,2024,-3.19484500169443,-4.39573221133481,-1.59811725319152,Slope Trend,,ALPHA SPATIAL SPDE,,-27.5139333708004,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,127,winter,all years,PALO,1550,2008-2024,2008,2024,-2.60437463258086,-3.81258674463942,-0.997907522335805,Slope Trend,,ALPHA SPATIAL SPDE,,-22.9692383017021,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,13,winter,all years,PALO,1550,2008-2024,2008,2024,2.8249581126785,1.61039343302461,3.86197552666854,Slope Trend,,ALPHA SPATIAL SPDE,,56.652488663245,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,14,winter,all years,PALO,1550,2008-2024,2008,2024,4.97643574647221,3.73645789096067,6.03515139222432,Slope Trend,,ALPHA SPATIAL SPDE,,118.187471047987,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,15,winter,all years,PALO,1550,2008-2024,2008,2024,2.43183982190275,1.39638261585937,3.4826978740941,Slope Trend,,ALPHA SPATIAL SPDE,,47.3189645066967,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,16,winter,all years,PALO,1550,2008-2024,2008,2024,2.91160649182038,1.87129944751919,3.96738651621424,Slope Trend,,ALPHA SPATIAL SPDE,,58.7555103604122,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,17,winter,all years,PALO,1550,2008-2024,2008,2024,1.26039561240147,0.144368381979845,2.18453942234878,Slope Trend,,ALPHA SPATIAL SPDE,,22.5670671715641,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,2,winter,all years,PALO,1550,2008-2024,2008,2024,-0.827036201894832,-1.88459601211861,0.0617193683565647,Slope Trend,,ALPHA SPATIAL SPDE,,-12.1841078150814,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,21,winter,all years,PALO,1550,2008-2024,2008,2024,1.84344025099299,0.757403036620315,2.75612775522956,Slope Trend,,ALPHA SPATIAL SPDE,,34.3412609384696,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,22,winter,all years,PALO,1550,2008-2024,2008,2024,1.20933176165361,0.130056548011408,2.11633659361277,Slope Trend,,ALPHA SPATIAL SPDE,,21.5652251237226,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,25,winter,all years,PALO,1550,2008-2024,2008,2024,0.84646796804636,-0.228937741751157,1.75022093371596,Slope Trend,,ALPHA SPATIAL SPDE,,14.7761133780241,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,26,winter,all years,PALO,1550,2008-2024,2008,2024,1.1014297494053,0.0233051803261491,2.00746759892535,Slope Trend,,ALPHA SPATIAL SPDE,,19.5080601209363,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,27,winter,all years,PALO,1550,2008-2024,2008,2024,1.63380115733862,0.549999490554812,2.54460994478492,Slope Trend,,ALPHA SPATIAL SPDE,,29.9843717624479,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,28,winter,all years,PALO,1550,2008-2024,2008,2024,1.5722420259464,0.489096812905831,2.48249914065016,Slope Trend,,ALPHA SPATIAL SPDE,,28.7303829659731,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,29,winter,all years,PALO,1550,2008-2024,2008,2024,-0.2153450750564,-1.27942783193056,0.67889227042316,Slope Trend,,ALPHA SPATIAL SPDE,,-3.10517191726436,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,3,winter,all years,PALO,1550,2008-2024,2008,2024,4.56641303925714,3.4329737126715,5.49243714445054,Slope Trend,,ALPHA SPATIAL SPDE,,104.910807982227,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,30,winter,all years,PALO,1550,2008-2024,2008,2024,2.8153509463714,1.71894947896851,3.73674839544801,Slope Trend,,ALPHA SPATIAL SPDE,,56.3895882145605,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,31,winter,all years,PALO,1550,2008-2024,2008,2024,3.56532051016489,2.43410056550973,4.47319842673574,Slope Trend,,ALPHA SPATIAL SPDE,,75.6881290986348,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,34,winter,all years,PALO,1550,2008-2024,2008,2024,2.68650482132545,1.36525547517259,4.11885065714108,Slope Trend,,ALPHA SPATIAL SPDE,,45.5030347147595,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,35,winter,all years,PALO,1550,2008-2024,2008,2024,1.11185593862807,0.0336201868407182,2.01798722423586,Slope Trend,,ALPHA SPATIAL SPDE,,19.7054029816779,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,39,winter,all years,PALO,1550,2008-2024,2008,2024,0.935834184915071,-0.140524507587949,1.8403880213058,Slope Trend,,ALPHA SPATIAL SPDE,,16.4143360498695,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,4,winter,all years,PALO,1550,2008-2024,2008,2024,3.1556333042872,2.05560313676203,4.08008025223399,Slope Trend,,ALPHA SPATIAL SPDE,,64.8798693753346,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,44,winter,all years,PALO,1550,2008-2024,2008,2024,0.80565968713304,-0.344001951804735,2.80285358138629,Slope Trend,,ALPHA SPATIAL SPDE,,13.6421775829111,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,48,winter,all years,PALO,1550,2008-2024,2008,2024,0.677497021648832,-0.396106817203608,1.57973572512367,Slope Trend,,ALPHA SPATIAL SPDE,,11.7375122114407,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,5,winter,all years,PALO,1550,2008-2024,2008,2024,-1.17191925547313,-2.22580130471525,-0.286254414017298,Slope Trend,,ALPHA SPATIAL SPDE,,-16.9449159438369,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,52,winter,all years,PALO,1550,2008-2024,2008,2024,3.62814159836035,2.3183443863761,4.74390438986561,Slope Trend,,ALPHA SPATIAL SPDE,,65.262860538574,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,54,winter,all years,PALO,1550,2008-2024,2008,2024,1.95966734561353,0.884315030221873,4.06122364077869,Slope Trend,,ALPHA SPATIAL SPDE,,34.6235958853626,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,55,winter,all years,PALO,1550,2008-2024,2008,2024,0.963764586312675,-0.112891950167879,1.86856872579884,Slope Trend,,ALPHA SPATIAL SPDE,,16.9308235245564,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,56,winter,all years,PALO,1550,2008-2024,2008,2024,2.6233296910635,1.58593676302927,3.67615225615699,Slope Trend,,ALPHA SPATIAL SPDE,,51.7877450457852,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,6,winter,all years,PALO,1550,2008-2024,2008,2024,-1.13695428837666,-2.3765971523619,-0.290619654581997,Slope Trend,,ALPHA SPATIAL SPDE,,-16.4373248576626,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,60,winter,all years,PALO,1550,2008-2024,2008,2024,-0.422115180768992,-1.93234550512101,0.935095273545168,Slope Trend,,ALPHA SPATIAL SPDE,,-5.66331926962568,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
BCCWS/PSSS,2025,61,winter,all years,PALO,1550,2008-2024,2008,2024,2.26382143452445,1.19859502606235,3.69215684314526,Slope Trend,,ALPHA SPATIAL SPDE,,40.3457309247513,,,,,,,,,,,,High,,,191,Number of Sites,,,,,
